TRG /MCAL_PROC/ARCHIVE/042231/RT042231_3908.root 	   9 	    362245053.589097 	     6 	  2.00 	  0.000627 	 13.15 	 48.65 	   2 	   3 	   0 	   1 	   2 	   0 	   1 	   0
TRG /MCAL_PROC/ARCHIVE/042231/RT042231_3908.root 	  10 	    362245062.022821 	     6 	  2.00 	  0.000681 	 22.21 	 86.85 	   7 	   1 	   1 	   0 	   6 	   1 	   0 	   0
TRG /MCAL_PROC/ARCHIVE/042231/RT042231_3908.root 	  11 	    362245250.355303 	     8 	  0.60 	  0.000247 	 99.07 	508.04 	   3 	   7 	   3 	   7 	   4 	   2 	   2 	   1
TRG /MCAL_PROC/ARCHIVE/042231/RT042231_3908.root 	  12 	    362245641.334556 	    10 	  0.25 	  0.000116 	354.61 	3537.19 	   1 	   8 	   2 	  14 	   4 	   2 	   2 	   2
TRG /MCAL_PROC/ARCHIVE/042233/RT042233_3908.root 	   1 	    362250350.585866 	     9 	  0.29 	  0.000074 	 14.00 	123.13 	   3 	   6 	   0 	   4 	   1 	   2 	   0 	   3
TRG /MCAL_PROC/ARCHIVE/042233/RT042233_3908.root 	   2 	    362250528.920878 	     8 	  7.00 	  0.000262 	166.39 	1009.96 	  10 	   8 	   5 	   2 	   1 	   7 	   4 	   5
TRG /MCAL_PROC/ARCHIVE/042233/RT042233_3908.root 	   3 	    362250679.246383 	    10 	  0.25 	  0.000135 	 62.86 	626.16 	   8 	   0 	   1 	   5 	   4 	   2 	   0 	   6
TRG /MCAL_PROC/ARCHIVE/042233/RT042233_3908.root 	   4 	    362254450.974547 	     8 	  0.33 	  0.000159 	 95.31 	751.30 	   1 	   6 	   5 	   2 	   1 	   4 	   1 	   0
TRG /MCAL_PROC/ARCHIVE/042233/RT042233_3908.root 	   5 	    362254516.653047 	     6 	  1.00 	  0.000342 	 68.47 	209.87 	   1 	   2 	   0 	  11 	   2 	   2 	   4 	   2
TRG /MCAL_PROC/ARCHIVE/042233/RT042233_3908.root 	   6 	    362254537.818673 	     6 	  5.00 	  0.000600 	 27.65 	 86.13 	   1 	   6 	   0 	   1 	   0 	   1 	   4 	   2
TRG /MCAL_PROC/ARCHIVE/042233/RT042233_3908.root 	   7 	    362258177.081842 	     8 	  0.60 	  0.000144 	485.73 	3876.29 	   3 	  12 	   1 	   6 	   3 	   4 	   2 	   3
TRG /MCAL_PROC/ARCHIVE/042233/RT042233_3908.root 	   8 	    362258178.667762 	     6 	  5.00 	  0.000247 	100.27 	566.55 	   1 	   5 	   1 	   3 	   1 	   3 	   4 	   2
TRG /MCAL_PROC/ARCHIVE/042235/RT042235_3908.root 	   1 	    362265483.338007 	    11 	  0.57 	  0.000161 	371.46 	3876.41 	   3 	  16 	   1 	   6 	   5 	   3 	   3 	   2
TRG /MCAL_PROC/ARCHIVE/042235/RT042235_3908.root 	   2 	    362265486.422118 	     6 	  1.00 	  0.000569 	 13.53 	 40.28 	   0 	   3 	   0 	   2 	   3 	   1 	   2 	   3
TRG /MCAL_PROC/ARCHIVE/042235/RT042235_3908.root 	   3 	    362265501.960025 	     6 	  1.00 	  0.000249 	110.12 	563.94 	   1 	   2 	   6 	   1 	   2 	   4 	   0 	   3
TRG /MCAL_PROC/ARCHIVE/042235/RT042235_3908.root 	   4 	    362265503.787651 	     6 	  5.00 	  0.000401 	117.87 	658.71 	   3 	   5 	   0 	   8 	   3 	   1 	   1 	   6
TRG /MCAL_PROC/ARCHIVE/042235/RT042235_3908.root 	   5 	    362265506.094634 	     7 	  2.50 	  0.000871 	 67.34 	427.44 	   1 	   2 	   1 	   6 	   3 	   1 	   0 	   4
TRG /MCAL_PROC/ARCHIVE/042235/RT042235_3908.root 	   6 	    362265705.320505 	    32 	  0.28 	  0.000694 	129.40 	4114.35 	   1 	  12 	   1 	   6 	   4 	   6 	   0 	  34
TRG /MCAL_PROC/ARCHIVE/042235/RT042235_3908.root 	   7 	    362265706.013513 	     6 	100.00 	  0.000344 	 85.82 	325.16 	   0 	   8 	   1 	   2 	   0 	   4 	   5 	   2
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	   1 	    362272713.753076 	     8 	  0.33 	  0.000122 	 10.97 	 43.38 	   0 	   9 	   0 	   2 	   0 	   4 	   0 	   7
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	   2 	    362272738.892930 	     6 	  5.00 	  0.000528 	 73.45 	266.47 	   1 	   6 	   7 	   5 	   0 	   1 	   4 	   1
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	   3 	    362272747.908373 	     6 	  0.50 	  0.000121 	  7.55 	 41.32 	   2 	   3 	   0 	   2 	   2 	   2 	   0 	   3
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	   4 	    362272763.360356 	     6 	  5.00 	  0.000546 	 76.60 	422.13 	   3 	   3 	   5 	   0 	   0 	   6 	   1 	   3
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	   5 	    362272786.567904 	     6 	  2.00 	  0.000279 	 55.55 	320.51 	   5 	   5 	   1 	   8 	   3 	   1 	   0 	   2
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	   6 	    362272873.989104 	     9 	  0.50 	  0.000174 	 16.41 	119.57 	   4 	   8 	   3 	   3 	   1 	   3 	   0 	   3
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	   7 	    362272875.688579 	     6 	  1.00 	  0.000753 	  9.62 	 41.87 	   0 	   4 	   2 	   1 	   0 	   2 	   1 	   1
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	   8 	    362278556.863795 	     9 	  0.29 	  0.000362 	 33.37 	240.23 	   8 	   7 	   5 	   1 	   0 	   0 	   0 	   0
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	   9 	    362278581.664160 	     6 	100.00 	  0.000728 	 26.62 	 88.90 	   3 	   0 	   2 	   2 	   4 	   4 	   1 	   1
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	  10 	    362278937.435652 	     9 	  0.29 	  0.000099 	 53.82 	464.98 	   0 	  10 	   2 	   4 	   0 	   4 	   0 	   3
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	  11 	    362278942.809748 	     7 	  0.40 	  0.000526 	  7.96 	 29.95 	   2 	   0 	   1 	   4 	   1 	   4 	   0 	   2
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	  12 	    362278953.623165 	     6 	  1.00 	  0.000288 	 99.86 	547.76 	   5 	   1 	   3 	   2 	   0 	   5 	   0 	   3
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	  13 	    362278960.711475 	     6 	  5.00 	  0.000663 	 27.21 	 76.19 	   3 	   2 	   1 	   0 	   1 	   1 	   0 	   3
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	  14 	    362278969.380256 	     6 	  5.00 	  0.000527 	 23.40 	113.84 	   0 	   5 	   3 	   1 	   0 	   1 	   1 	   1
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	  15 	    362282237.668880 	     6 	  0.50 	  0.000361 	166.32 	923.39 	   0 	   0 	   5 	   3 	   0 	  10 	   1 	   5
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	  16 	    362284262.507849 	    16 	  0.45 	  0.000388 	284.36 	4535.10 	   2 	  26 	   1 	   6 	   4 	   2 	   3 	   2
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	  17 	    362284292.225466 	    10 	  1.00 	  0.000505 	 91.03 	573.24 	   6 	   6 	   2 	   6 	   2 	   9 	   0 	   5
TRG /MCAL_PROC/ARCHIVE/042238/RT042238_3908.root 	  18 	    362284293.484361 	     6 	  0.50 	  0.000115 	107.16 	638.86 	   1 	   9 	   5 	   1 	   0 	   1 	   0 	   4
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	   1 	    362289838.167811 	    18 	  0.80 	  0.000319 	207.99 	3679.13 	   2 	   7 	   1 	   6 	   3 	   3 	   9 	  14
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	   2 	    362289846.788957 	     6 	  0.50 	  0.000161 	234.16 	1389.60 	   2 	   9 	   4 	   1 	   1 	   4 	   0 	   3
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	   3 	    362289850.700414 	     6 	  2.00 	  0.000453 	 43.12 	172.63 	   3 	   2 	   3 	   0 	   5 	   1 	   1 	   1
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	   4 	    362289908.162837 	     8 	  0.33 	  0.000134 	 76.00 	600.69 	   0 	  10 	   0 	   7 	   0 	   3 	   2 	   1
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	   5 	    362290441.112529 	     8 	  0.33 	  0.000269 	 57.56 	455.65 	   3 	   8 	   5 	   0 	   1 	   2 	   0 	   1
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	   6 	    362291619.482427 	    12 	  3.00 	  0.000825 	 32.01 	138.74 	   3 	  14 	   3 	   6 	   1 	   2 	   2 	   7
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	   7 	    362295628.420571 	     8 	  0.60 	  0.000208 	156.26 	1169.00 	   2 	   3 	   1 	   9 	   3 	   4 	   4 	   4
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	   8 	    362295636.295410 	     6 	  1.00 	  0.000094 	 43.25 	212.51 	   1 	   6 	   0 	   2 	   1 	   4 	   4 	   1
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	   9 	    362295678.924129 	     6 	  1.00 	  0.000297 	 99.21 	394.49 	   1 	   4 	   0 	   4 	   2 	   3 	   1 	   2
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  10 	    362295703.172192 	     7 	  2.50 	  0.000612 	 45.51 	111.24 	   8 	   1 	   6 	   4 	   3 	   2 	   2 	   2
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  11 	    362295705.149615 	     7 	  1.33 	  0.000370 	 88.25 	608.96 	   7 	   1 	   4 	   2 	   3 	   1 	   1 	   0
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  12 	    362295716.988745 	     6 	100.00 	  0.000822 	 36.33 	 89.82 	   2 	   5 	   0 	   4 	   2 	   0 	   1 	   2
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  13 	    362295730.895975 	     6 	  1.00 	  0.000305 	428.23 	1335.65 	   2 	  10 	   0 	  13 	   2 	   6 	   1 	   7
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  14 	    362295740.617875 	     6 	  2.00 	  0.000538 	 26.67 	114.11 	   1 	   0 	   3 	   3 	   0 	   5 	   0 	   1
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  15 	    362295753.591020 	     6 	  2.00 	  0.000253 	123.40 	708.31 	   2 	   4 	   2 	   6 	   2 	   2 	   0 	   4
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  16 	    362295788.948667 	     6 	  2.00 	  0.000741 	  6.72 	 19.93 	   1 	   3 	   0 	   2 	   1 	   2 	   3 	   0
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  17 	    362295792.369062 	     8 	  7.00 	  0.000546 	 27.97 	 73.80 	   1 	   4 	   2 	   4 	   0 	   3 	   2 	   1
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  18 	    362295806.469956 	     6 	  2.00 	  0.000803 	  9.65 	 35.69 	   2 	   1 	   5 	   6 	   0 	   2 	   1 	   0
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  19 	    362295815.424872 	     6 	100.00 	  0.000502 	133.39 	522.86 	   1 	   7 	   4 	   3 	   1 	   1 	   1 	   2
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  20 	    362295920.487140 	    10 	  0.43 	  0.000474 	 56.39 	549.35 	   0 	   8 	   0 	  11 	   1 	   1 	   2 	   3
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  21 	    362295925.739108 	     6 	  2.00 	  0.000605 	 27.34 	 97.98 	   1 	   3 	   2 	   2 	   2 	   0 	   2 	   1
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  22 	    362295926.708231 	     6 	  2.00 	  0.000586 	  8.46 	 28.73 	   3 	   1 	   0 	   0 	   1 	   4 	   0 	   0
TRG /MCAL_PROC/ARCHIVE/042240/RT042240_3908.root 	  23 	    362295928.517674 	     6 	100.00 	  0.000487 	 46.41 	135.67 	   1 	   8 	   1 	   1 	   1 	   1 	   3 	   4
