plane	 bar	 PD	 offset		 sigma	 ampl
X	 1	 A	 190.843	 1.828	 8679.2
X	 2	 A	 182.540	 1.778	 8800.4
X	 3	 A	 157.729	 1.946	 8010.8
X	 4	 A	 144.629	 1.823	 8482.2
X	 5	 A	 158.240	 1.869	 8277.3
X	 6	 A	 156.875	 1.830	 8458.1
X	 7	 A	 214.466	 1.818	 8501.4
X	 8	 A	 165.373	 1.878	 8220.4
X	 9	 A	 187.696	 1.818	 8499.5
X	 10	 A	 186.152	 1.768	 8748.2
X	 11	 A	 194.796	 1.877	 8265.8
X	 12	 A	 153.768	 1.775	 8758.8
X	 13	 A	 163.017	 1.839	 8492.2
X	 14	 A	 163.077	 2.125	 7409.3
X	 15	 A	 186.392	 1.860	 8520.2
Z	 1	 A	 200.009	 1.936	 8221.8
Z	 2	 A	 162.253	 2.147	 7361.8
Z	 3	 A	 195.618	 1.881	 8372.3
Z	 4	 A	 139.933	 2.169	 7197.3
Z	 5	 A	 151.413	 1.983	 7874.0
Z	 6	 A	 179.446	 1.836	 8436.1
Z	 7	 A	 188.368	 1.854	 8388.7
Z	 8	 A	 174.193	 1.784	 8703.7
Z	 9	 A	 139.299	 1.823	 8544.1
Z	 10	 A	 162.428	 1.780	 8762.1
Z	 11	 A	 189.236	 1.848	 8452.5
Z	 12	 A	 129.273	 1.809	 8644.7
Z	 13	 A	 120.156	 1.823	 8619.5
Z	 14	 A	 173.270	 1.804	 8757.1
Z	 15	 A	 166.142	 1.858	 8564.0
X	 1	 B	 162.665	 1.870	 8486.0
X	 2	 B	 165.303	 1.785	 8791.8
X	 3	 B	 181.068	 1.771	 8797.5
X	 4	 B	 189.207	 1.817	 8531.9
X	 5	 B	 137.645	 1.816	 8521.8
X	 6	 B	 144.572	 1.767	 8739.5
X	 7	 B	 169.193	 1.812	 8522.1
X	 8	 B	 167.980	 1.821	 8466.0
X	 9	 B	 149.215	 1.750	 8809.9
X	 10	 B	 188.631	 1.809	 8542.6
X	 11	 B	 170.499	 1.811	 8564.7
X	 12	 B	 178.817	 1.719	 8983.9
X	 13	 B	 129.057	 1.856	 8405.0
X	 14	 B	 164.815	 1.906	 8251.3
X	 15	 B	 153.053	 1.871	 8462.5
Z	 1	 B	 195.357	 1.872	 8489.9
Z	 2	 B	 193.536	 2.222	 7106.9
Z	 3	 B	 150.889	 1.895	 8320.0
Z	 4	 B	 124.587	 2.162	 7225.1
Z	 5	 B	 164.095	 1.832	 8522.6
Z	 6	 B	 197.029	 1.872	 8324.3
Z	 7	 B	 212.353	 1.747	 8874.0
Z	 8	 B	 193.879	 1.904	 8144.3
Z	 9	 B	 165.288	 1.795	 8677.6
Z	 10	 B	 155.055	 1.799	 8673.6
Z	 11	 B	 194.451	 1.804	 8664.0
Z	 12	 B	 134.350	 1.816	 8602.6
Z	 13	 B	 176.754	 1.722	 9070.5
Z	 14	 B	 167.350	 1.819	 8692.4
Z	 15	 B	 146.579	 1.660	 9458.4
