0  29.005201747  -0.795749191  0.007708291  -0.000572872  -0.000000688  0.000002346  29.829171197  0.764217175  0.010809360  0.000296140  -0.000001969  -0.000001122  
1  26.583031166  -0.736148202  0.006674420  -0.000635536  0.000000571  0.000002619  27.259200684  0.766518922  0.002066429  0.000382175  0.000013340  -0.000001802  
2  25.502731017  -0.664821824  0.004791510  -0.000777297  0.000005883  0.000002775  24.711363543  0.778410058  0.010184589  -0.000081025  0.000006854  -0.000000630  
3  27.141624912  -0.698656398  0.009951916  -0.000741164  -0.000013445  0.000002666  27.376043808  0.724112645  0.009762219  0.000218674  -0.000000826  -0.000001253  
4  25.653600716  -0.599467444  0.013186425  -0.000684554  -0.000017001  0.000002809  26.777242357  0.600014634  0.002956706  0.000309861  0.000004216  -0.000000582  
5  26.052364941  -0.713892142  0.014847974  -0.000163273  -0.000026934  0.000000994  26.778936965  0.723741623  0.006973419  0.000246186  0.000003676  -0.000001675  
6  25.956020301  -0.750392637  0.011445228  0.000077638  -0.000012293  0.000000551  27.292655256  0.760735580  0.004883588  0.000375807  0.000011510  -0.000002152  
7  27.091506812  -0.880499018  0.002414932  0.000529419  0.000018271  0.000000072  28.617603291  0.957384522  0.002395027  -0.000986755  0.000004167  0.000000628  
8  23.854775990  -0.714966577  0.021376676  0.000139243  -0.000029751  0.000000406  26.052872108  0.543264027  0.001995221  0.000409847  0.000005444  -0.000000912  
9  25.132023500  -0.795962721  0.009666620  -0.001001539  -0.000009492  0.000002975  25.651650416  0.868802603  0.010371376  0.000699431  0.000011695  -0.000002105  
10  25.927160366  -0.735116588  0.007756234  -0.000088965  -0.000007922  0.000001161  25.920719742  0.760912815  0.002967333  0.000319455  0.000017902  -0.000001711  
11  24.741361057  -0.640722855  0.007400678  -0.000124148  -0.000006034  0.000000778  25.689933126  0.631628275  0.012403196  0.000507203  -0.000011584  -0.000002313  
12  25.382665938  -0.827441744  0.010187701  0.000088912  -0.000015366  0.000001050  28.030614480  0.781700565  0.001896596  0.000688611  0.000007441  -0.000002577  
13  26.102003469  -0.763828142  0.004846964  -0.000267913  0.000014733  0.000001971  28.881437997  0.854705092  0.006910908  -0.000024300  -0.000001196  -0.000000657  
14  27.247661488  -0.775205783  0.005556989  0.000527568  -0.000002203  -0.000000293  27.374675844  0.776508492  0.009479500  0.000073629  0.000006454  -0.000001674  
15  26.228078212  0.684037215  -0.002020487  0.000930332  0.000022099  -0.000003038  26.686745838  -0.768006383  0.010289651  -0.000826185  0.000000932  0.000003228  
16  27.929594718  0.803449859  0.008331040  -0.000307294  -0.000010283  -0.000001111  26.297875836  -0.732557982  0.013563043  -0.000752787  -0.000001121  0.000002851  
17  24.546100472  0.882191871  0.001480239  -0.000769280  0.000022743  0.000000924  26.927368596  -0.636104313  -0.001258056  -0.001407741  0.000020213  0.000004809  
18  25.736480859  0.488338778  0.002007953  0.002058237  0.000009485  -0.000004974  24.705212430  -0.874773885  0.016562221  0.000297702  -0.000023161  0.000001630  
19  24.224425412  0.724752730  0.011452518  0.000637026  0.000008010  -0.000001938  24.657602018  -0.570318281  0.011689189  -0.002082125  -0.000002444  0.000005935  
20  24.972012477  0.695228376  0.019536076  0.000039271  -0.000039610  -0.000001774  25.669798435  -0.603067271  0.000871703  -0.000438696  0.000014829  0.000001735  
21  26.067284735  0.738343749  0.000927258  0.000283518  0.000024576  -0.000001102  24.933383018  -0.741369978  0.001624014  -0.000696183  0.000021703  0.000003353  
22  25.361188444  0.653282909  0.004893657  0.000442401  -0.000004727  -0.000001121  24.954882183  -0.693901369  0.009212004  -0.001231923  -0.000009488  0.000005238  
23  21.518314803  0.548292107  0.013155051  -0.000288535  -0.000013212  -0.000000017  22.520157757  -0.692054644  0.004191010  0.001439696  0.000014741  -0.000001974  
24  23.919255667  0.703783427  0.008445999  0.001094082  -0.000000382  -0.000003624  24.806062550  -0.813456414  0.005795134  -0.000235986  -0.000001145  0.000001800  
25  26.539660185  0.621130672  -0.001573228  0.000263431  0.000024005  -0.000000193  24.471594578  -0.704147837  0.010553798  -0.000634613  0.000002942  0.000002542  
26  25.208867769  0.516512143  -0.001069174  0.000683629  0.000016340  -0.000001216  24.632454045  -0.917758422  0.016361756  0.001464505  -0.000027246  -0.000002577  
27  26.909356541  0.669372767  0.000382204  -0.000614971  0.000001281  0.000002657  25.753749529  -0.799574975  0.019926840  -0.000241325  -0.000062035  0.000004128  
28  26.733495486  0.668376930  -0.001128044  0.000123415  0.000027161  -0.000000261  27.205634630  -0.844803037  0.013723101  0.000277481  -0.000022767  0.000000794  
29  27.797568927  0.793433784  -0.010122192  -0.000778013  0.000055356  0.000001679  26.076544075  -0.770569899  0.015807723  0.000245877  -0.000026145  0.000000782  
