plane 	bar 	a (MeV) 	b 		corr. coeff. 
X 	 1 	  0.0144 	  1.0877 	  1.0000 
X 	 2 	  0.0242 	  0.9991 	  1.0000 
X 	 3 	  0.0991 	  0.9159 	  1.0000 
X 	 4 	  0.0004 	  1.0221 	  1.0000 
X 	 5 	 -0.0292 	  1.0158 	  1.0000 
X 	 6 	  0.0145 	  1.0017 	  1.0000 
X 	 7 	 -0.0646 	  1.0587 	  1.0000 
X 	 8 	  0.0077 	  1.0044 	  1.0000 
X 	 9 	  0.0345 	  1.0017 	  1.0000 
X 	10 	 -0.0358 	  1.0052 	  1.0000 
X 	11 	  0.0247 	  0.9906 	  1.0000 
X 	12 	  0.0517 	  0.9706 	  1.0000 
X 	13 	  0.0549 	  0.9697 	  1.0000 
X 	14 	  0.0090 	  1.0035 	  1.0000 
X 	15 	  0.0165 	  1.0052 	  1.0000 
Z 	 1 	 -0.0507 	  1.0646 	  1.0000 
Z 	 2 	  0.1160 	  0.9796 	  1.0000 
Z 	 3 	  0.0744 	  0.9730 	  1.0000 
Z 	 4 	  0.1293 	  0.9872 	  1.0000 
Z 	 5 	 -0.0349 	  0.9880 	  1.0000 
Z 	 6 	 -0.0195 	  1.0141 	  1.0000 
Z 	 7 	  0.1476 	  0.9722 	  1.0000 
Z 	 8 	 -0.0043 	  1.0378 	  1.0000 
Z 	 9 	  0.1067 	  0.9232 	  1.0000 
Z 	10 	  0.0689 	  0.9923 	  1.0000 
Z 	11 	  0.0012 	  1.0158 	  1.0000 
Z 	12 	  0.0277 	  1.0194 	  1.0000 
Z 	13 	 -0.0104 	  1.0406 	  1.0000 
Z 	14 	 -0.0655 	  1.0735 	  1.0000 
Z 	15 	 -0.0470 	  1.0568 	  1.0000 
/home/martino/mcalsw/bin/mcalsw_output/misc/peak_3785_1461keV_12.txt
/home/martino/mcalsw/bin/mcalsw_output/misc/peak_3785_2615keV_8.txt
