plane 	bar 	a (MeV) 	b 		corr. coeff. 
X 	 1 	 -0.0022 	  1.0947 	  1.0000 
X 	 2 	  0.0083 	  1.0073 	  0.9999 
X 	 3 	  0.0367 	  0.9511 	  0.9991 
X 	 4 	 -0.0030 	  1.0206 	  1.0000 
X 	 5 	 -0.0044 	  1.0031 	  1.0000 
X 	 6 	  0.0088 	  1.0083 	  0.9999 
X 	 7 	 -0.0080 	  1.0277 	  1.0000 
X 	 8 	  0.0086 	  1.0052 	  0.9999 
X 	 9 	  0.0206 	  1.0122 	  0.9996 
X 	10 	 -0.0084 	  0.9962 	  0.9999 
X 	11 	  0.0122 	  0.9957 	  0.9999 
X 	12 	  0.0121 	  0.9971 	  0.9999 
X 	13 	  0.0212 	  0.9933 	  0.9997 
X 	14 	 -0.0004 	  1.0094 	  1.0000 
X 	15 	  0.0029 	  1.0110 	  1.0000 
Z 	 1 	 -0.0217 	  1.0425 	  0.9996 
Z 	 2 	  0.0115 	  1.0295 	  0.9999 
Z 	 3 	  0.0081 	  1.0129 	  0.9999 
Z 	 4 	  0.0311 	  1.0275 	  0.9994 
Z 	 5 	  0.0013 	  0.9711 	  1.0000 
Z 	 6 	 -0.0061 	  1.0079 	  1.0000 
Z 	 7 	  0.0256 	  1.0389 	  0.9996 
Z 	 8 	  0.0155 	  1.0278 	  0.9997 
Z 	 9 	  0.0536 	  0.9626 	  0.9984 
Z 	10 	  0.0089 	  1.0289 	  0.9999 
Z 	11 	  0.0023 	  1.0167 	  1.0000 
Z 	12 	  0.0445 	  1.0016 	  0.9987 
Z 	13 	  0.0052 	  1.0292 	  1.0000 
Z 	14 	 -0.0088 	  1.0396 	  0.9999 
Z 	15 	 -0.0019 	  1.0313 	  1.0000 
/home/martino/mcalsw/bin/mcalsw_output/misc/peak_3899_1275keV_4.txt
/home/martino/mcalsw/bin/mcalsw_output/misc/peak_3785_1461keV_8.txt
/home/martino/mcalsw/bin/mcalsw_output/misc/peak_3785_2615keV_4.txt
