plane	 bar	 PD	 offset		 sigma	 ampl
X	 1	 A	 189.945	 1.794	 2105.9
X	 2	 A	 183.121	 1.826	 2049.2
X	 3	 A	 156.329	 1.878	 1972.2
X	 4	 A	 144.003	 1.930	 1915.7
X	 5	 A	 156.101	 1.871	 1983.4
X	 6	 A	 155.319	 1.810	 2040.9
X	 7	 A	 215.111	 1.880	 1991.3
X	 8	 A	 167.080	 1.898	 1958.4
X	 9	 A	 184.814	 1.844	 2009.2
X	 10	 A	 183.195	 1.831	 2040.8
X	 11	 A	 190.951	 1.916	 1966.3
X	 12	 A	 153.718	 1.792	 2117.3
X	 13	 A	 160.316	 1.836	 2078.0
X	 14	 A	 161.322	 2.227	 1728.7
X	 15	 A	 185.342	 1.937	 2016.2
Z	 1	 A	 200.233	 2.128	 1830.1
Z	 2	 A	 162.280	 2.559	 1510.4
Z	 3	 A	 195.535	 1.911	 2009.3
Z	 4	 A	 139.021	 2.264	 1669.6
Z	 5	 A	 151.155	 2.194	 1722.7
Z	 6	 A	 180.023	 2.056	 1822.7
Z	 7	 A	 192.787	 1.966	 1923.9
Z	 8	 A	 171.986	 1.899	 1988.3
Z	 9	 A	 135.618	 1.830	 2051.8
Z	 10	 A	 161.538	 1.977	 1902.5
Z	 11	 A	 189.061	 1.957	 1935.1
Z	 12	 A	 125.182	 1.858	 2030.8
Z	 13	 A	 120.759	 1.922	 1970.9
Z	 14	 A	 175.699	 1.942	 1969.6
Z	 15	 A	 164.300	 1.948	 1968.5
X	 1	 B	 162.965	 1.885	 2006.3
X	 2	 B	 164.013	 1.816	 2068.2
X	 3	 B	 180.530	 1.756	 2109.0
X	 4	 B	 184.006	 1.819	 2026.0
X	 5	 B	 139.714	 1.838	 2011.1
X	 6	 B	 143.922	 1.759	 2103.2
X	 7	 B	 170.186	 1.816	 2052.2
X	 8	 B	 168.104	 1.830	 2020.2
X	 9	 B	 152.049	 1.812	 2042.4
X	 10	 B	 189.594	 1.898	 1958.6
X	 11	 B	 170.860	 1.842	 2043.3
X	 12	 B	 176.823	 1.772	 2141.9
X	 13	 B	 128.444	 1.867	 2038.0
X	 14	 B	 167.110	 2.034	 1894.6
X	 15	 B	 153.234	 1.906	 2044.4
Z	 1	 B	 196.296	 2.079	 1864.9
Z	 2	 B	 192.114	 2.739	 1411.4
Z	 3	 B	 147.922	 1.836	 2064.1
Z	 4	 B	 124.663	 2.193	 1725.2
Z	 5	 B	 165.322	 2.093	 1806.8
Z	 6	 B	 193.091	 2.039	 1855.7
Z	 7	 B	 211.120	 1.756	 2140.6
Z	 8	 B	 193.783	 1.876	 2011.7
Z	 9	 B	 164.468	 1.773	 2112.4
Z	 10	 B	 150.927	 1.885	 1988.1
Z	 11	 B	 192.834	 1.934	 1962.6
Z	 12	 B	 130.090	 1.839	 2059.1
Z	 13	 B	 177.915	 1.772	 2123.0
Z	 14	 B	 163.562	 1.856	 2056.8
Z	 15	 B	 148.144	 1.748	 2178.0
